Year,Month,Indicator,Value,State
2017,March,Number of Drug Overdose Deaths,924,South Carolina
2017,May,Number of Drug Overdose Deaths,964,South Carolina
2017,November,Number of Drug Overdose Deaths,"1,028",South Carolina
2017,October,Number of Drug Overdose Deaths,"1,012",South Carolina
2017,September,Number of Drug Overdose Deaths,"1,020",South Carolina
2018,April,Number of Drug Overdose Deaths,"1,057",South Carolina
2018,August,Number of Drug Overdose Deaths,"1,053",South Carolina
2018,December,Number of Drug Overdose Deaths,"1,106",South Carolina
2018,February,Number of Drug Overdose Deaths,992,South Carolina
2018,January,Number of Drug Overdose Deaths,993,South Carolina
2018,July,Number of Drug Overdose Deaths,"1,057",South Carolina
2018,June,Number of Drug Overdose Deaths,"1,039",South Carolina
2018,March,Number of Drug Overdose Deaths,"1,023",South Carolina
2018,May,Number of Drug Overdose Deaths,"1,046",South Carolina
2018,November,Number of Drug Overdose Deaths,"1,064",South Carolina
2018,October,Number of Drug Overdose Deaths,"1,064",South Carolina
2018,September,Number of Drug Overdose Deaths,"1,048",South Carolina
2019,April,Number of Drug Overdose Deaths,"1,069",South Carolina
2019,August,Number of Drug Overdose Deaths,"1,083",South Carolina
2019,December,Number of Drug Overdose Deaths,"1,131",South Carolina
2019,February,Number of Drug Overdose Deaths,"1,118",South Carolina
2019,January,Number of Drug Overdose Deaths,"1,116",South Carolina
2019,July,Number of Drug Overdose Deaths,"1,057",South Carolina
2019,June,Number of Drug Overdose Deaths,"1,059",South Carolina
2019,March,Number of Drug Overdose Deaths,"1,104",South Carolina
2019,May,Number of Drug Overdose Deaths,"1,064",South Carolina
2019,November,Number of Drug Overdose Deaths,"1,133",South Carolina
2019,October,Number of Drug Overdose Deaths,"1,109",South Carolina
2019,September,Number of Drug Overdose Deaths,"1,107",South Carolina
2020,April,Number of Drug Overdose Deaths,"1,304",South Carolina
2020,August,Number of Drug Overdose Deaths,"1,586",South Carolina
2020,December,Number of Drug Overdose Deaths,"1,729",South Carolina
2020,February,Number of Drug Overdose Deaths,"1,176",South Carolina
2020,January,Number of Drug Overdose Deaths,"1,148",South Carolina
2020,July,Number of Drug Overdose Deaths,"1,535",South Carolina
2020,June,Number of Drug Overdose Deaths,"1,469",South Carolina
2020,March,Number of Drug Overdose Deaths,"1,244",South Carolina
2020,May,Number of Drug Overdose Deaths,"1,389",South Carolina
2020,November,Number of Drug Overdose Deaths,"1,694",South Carolina
2020,October,Number of Drug Overdose Deaths,"1,651",South Carolina
2020,September,Number of Drug Overdose Deaths,"1,626",South Carolina
2021,April,Number of Drug Overdose Deaths,"1,906",South Carolina
2021,August,Number of Drug Overdose Deaths,"1,980",South Carolina
2021,December,Number of Drug Overdose Deaths,"2,166",South Carolina
2021,February,Number of Drug Overdose Deaths,"1,801",South Carolina
2021,January,Number of Drug Overdose Deaths,"1,778",South Carolina
2021,July,Number of Drug Overdose Deaths,"1,959",South Carolina
2021,June,Number of Drug Overdose Deaths,"1,930",South Carolina
2021,March,Number of Drug Overdose Deaths,"1,830",South Carolina
2021,May,Number of Drug Overdose Deaths,"1,915",South Carolina
2021,November,Number of Drug Overdose Deaths,"2,131",South Carolina
2021,October,Number of Drug Overdose Deaths,"2,109",South Carolina
2021,September,Number of Drug Overdose Deaths,"2,042",South Carolina
2022,April,Number of Drug Overdose Deaths,"2,201",South Carolina
2022,August,Number of Drug Overdose Deaths,"2,159",South Carolina
2022,February,Number of Drug Overdose Deaths,"2,260",South Carolina
2022,January,Number of Drug Overdose Deaths,"2,203",South Carolina
2022,July,Number of Drug Overdose Deaths,"2,185",South Carolina
2022,June,Number of Drug Overdose Deaths,"2,175",South Carolina
2022,March,Number of Drug Overdose Deaths,"2,253",South Carolina
2022,May,Number of Drug Overdose Deaths,"2,175",South Carolina
2015,April,Number of Drug Overdose Deaths,57,South Dakota
2015,August,Number of Drug Overdose Deaths,64,South Dakota
2015,December,Number of Drug Overdose Deaths,62,South Dakota
2015,February,Number of Drug Overdose Deaths,59,South Dakota
2015,January,Number of Drug Overdose Deaths,60,South Dakota
2015,July,Number of Drug Overdose Deaths,66,South Dakota
2015,June,Number of Drug Overdose Deaths,59,South Dakota
2015,March,Number of Drug Overdose Deaths,61,South Dakota
2015,May,Number of Drug Overdose Deaths,55,South Dakota
2015,November,Number of Drug Overdose Deaths,60,South Dakota
2015,October,Number of Drug Overdose Deaths,62,South Dakota
2015,September,Number of Drug Overdose Deaths,62,South Dakota
2016,April,Number of Drug Overdose Deaths,70,South Dakota
2016,August,Number of Drug Overdose Deaths,65,South Dakota
2016,December,Number of Drug Overdose Deaths,69,South Dakota
2016,February,Number of Drug Overdose Deaths,65,South Dakota
2016,January,Number of Drug Overdose Deaths,63,South Dakota
2016,July,Number of Drug Overdose Deaths,63,South Dakota
2016,June,Number of Drug Overdose Deaths,68,South Dakota
2016,March,Number of Drug Overdose Deaths,66,South Dakota
2016,May,Number of Drug Overdose Deaths,70,South Dakota
2016,November,Number of Drug Overdose Deaths,71,South Dakota
2016,October,Number of Drug Overdose Deaths,69,South Dakota
2016,September,Number of Drug Overdose Deaths,70,South Dakota
2017,April,Number of Drug Overdose Deaths,70,South Dakota
2017,August,Number of Drug Overdose Deaths,76,South Dakota
2017,December,Number of Drug Overdose Deaths,75,South Dakota
2017,February,Number of Drug Overdose Deaths,74,South Dakota
2017,January,Number of Drug Overdose Deaths,75,South Dakota
2017,July,Number of Drug Overdose Deaths,75,South Dakota
2017,June,Number of Drug Overdose Deaths,75,South Dakota
2017,March,Number of Drug Overdose Deaths,70,South Dakota
2017,May,Number of Drug Overdose Deaths,75,South Dakota
2017,November,Number of Drug Overdose Deaths,76,South Dakota
2017,October,Number of Drug Overdose Deaths,75,South Dakota
2017,September,Number of Drug Overdose Deaths,75,South Dakota
2018,April,Number of Drug Overdose Deaths,64,South Dakota
2018,August,Number of Drug Overdose Deaths,58,South Dakota
2018,December,Number of Drug Overdose Deaths,57,South Dakota
2018,February,Number of Drug Overdose Deaths,64,South Dakota
2018,January,Number of Drug Overdose Deaths,69,South Dakota
2018,July,Number of Drug Overdose Deaths,62,South Dakota
2018,June,Number of Drug Overdose Deaths,62,South Dakota
2018,March,Number of Drug Overdose Deaths,67,South Dakota
2018,May,Number of Drug Overdose Deaths,61,South Dakota
2018,November,Number of Drug Overdose Deaths,55,South Dakota
2018,October,Number of Drug Overdose Deaths,58,South Dakota
2018,September,Number of Drug Overdose Deaths,55,South Dakota
2019,April,Number of Drug Overdose Deaths,65,South Dakota
2019,August,Number of Drug Overdose Deaths,78,South Dakota
2019,December,Number of Drug Overdose Deaths,88,South Dakota
2019,February,Number of Drug Overdose Deaths,64,South Dakota
2019,January,Number of Drug Overdose Deaths,56,South Dakota
2019,July,Number of Drug Overdose Deaths,71,South Dakota
2019,June,Number of Drug Overdose Deaths,72,South Dakota
2019,March,Number of Drug Overdose Deaths,62,South Dakota
2019,May,Number of Drug Overdose Deaths,69,South Dakota
2019,November,Number of Drug Overdose Deaths,89,South Dakota
2019,October,Number of Drug Overdose Deaths,84,South Dakota
2019,September,Number of Drug Overdose Deaths,84,South Dakota
2020,April,Number of Drug Overdose Deaths,95,South Dakota
2020,August,Number of Drug Overdose Deaths,84,South Dakota
2020,December,Number of Drug Overdose Deaths,74,South Dakota
2020,February,Number of Drug Overdose Deaths,87,South Dakota
2020,January,Number of Drug Overdose Deaths,88,South Dakota
2020,July,Number of Drug Overdose Deaths,91,South Dakota
2020,June,Number of Drug Overdose Deaths,91,South Dakota
2020,March,Number of Drug Overdose Deaths,92,South Dakota
2020,May,Number of Drug Overdose Deaths,91,South Dakota
2020,November,Number of Drug Overdose Deaths,70,South Dakota
2020,October,Number of Drug Overdose Deaths,75,South Dakota
2020,September,Number of Drug Overdose Deaths,80,South Dakota
2021,April,Number of Drug Overdose Deaths,78,South Dakota
2021,August,Number of Drug Overdose Deaths,86,South Dakota
2021,December,Number of Drug Overdose Deaths,101,South Dakota
2021,February,Number of Drug Overdose Deaths,81,South Dakota
2021,January,Number of Drug Overdose Deaths,76,South Dakota
2021,July,Number of Drug Overdose Deaths,80,South Dakota
2021,June,Number of Drug Overdose Deaths,74,South Dakota
2021,March,Number of Drug Overdose Deaths,77,South Dakota
2021,May,Number of Drug Overdose Deaths,75,South Dakota
2021,November,Number of Drug Overdose Deaths,103,South Dakota
2021,October,Number of Drug Overdose Deaths,96,South Dakota
2021,September,Number of Drug Overdose Deaths,88,South Dakota
2022,April,Number of Drug Overdose Deaths,97,South Dakota
2022,August,Number of Drug Overdose Deaths,90,South Dakota
2022,February,Number of Drug Overdose Deaths,96,South Dakota
2022,January,Number of Drug Overdose Deaths,103,South Dakota
2022,July,Number of Drug Overdose Deaths,93,South Dakota
2022,June,Number of Drug Overdose Deaths,97,South Dakota
2022,March,Number of Drug Overdose Deaths,99,South Dakota
2022,May,Number of Drug Overdose Deaths,101,South Dakota
2015,April,Number of Drug Overdose Deaths,"1,302",Tennessee
2015,August,Number of Drug Overdose Deaths,"1,388",Tennessee
2015,December,Number of Drug Overdose Deaths,"1,455",Tennessee
2015,February,Number of Drug Overdose Deaths,"1,278",Tennessee
2015,January,Number of Drug Overdose Deaths,"1,296",Tennessee
2015,July,Number of Drug Overdose Deaths,"1,375",Tennessee
2015,June,Number of Drug Overdose Deaths,"1,349",Tennessee
2015,March,Number of Drug Overdose Deaths,"1,311",Tennessee
2015,May,Number of Drug Overdose Deaths,"1,331",Tennessee
2015,November,Number of Drug Overdose Deaths,"1,430",Tennessee
2015,October,Number of Drug Overdose Deaths,"1,440",Tennessee
2015,September,Number of Drug Overdose Deaths,"1,412",Tennessee
2016,April,Number of Drug Overdose Deaths,"1,510",Tennessee
2016,August,Number of Drug Overdose Deaths,"1,579",Tennessee
2016,December,Number of Drug Overdose Deaths,"1,643",Tennessee
2016,February,Number of Drug Overdose Deaths,"1,515",Tennessee
2016,January,Number of Drug Overdose Deaths,"1,488",Tennessee
2016,July,Number of Drug Overdose Deaths,"1,552",Tennessee
2016,June,Number of Drug Overdose Deaths,"1,515",Tennessee
2016,March,Number of Drug Overdose Deaths,"1,502",Tennessee
2016,May,Number of Drug Overdose Deaths,"1,525",Tennessee
2016,November,Number of Drug Overdose Deaths,"1,629",Tennessee
2016,October,Number of Drug Overdose Deaths,"1,589",Tennessee
2016,September,Number of Drug Overdose Deaths,"1,585",Tennessee
2017,April,Number of Drug Overdose Deaths,"1,724",Tennessee
2017,August,Number of Drug Overdose Deaths,"1,736",Tennessee
2017,December,Number of Drug Overdose Deaths,"1,783",Tennessee
2017,February,Number of Drug Overdose Deaths,"1,652",Tennessee
2017,January,Number of Drug Overdose Deaths,"1,643",Tennessee
2017,July,Number of Drug Overdose Deaths,"1,745",Tennessee
2017,June,Number of Drug Overdose Deaths,"1,758",Tennessee
2017,March,Number of Drug Overdose Deaths,"1,691",Tennessee
2017,May,Number of Drug Overdose Deaths,"1,737",Tennessee
2017,November,Number of Drug Overdose Deaths,"1,760",Tennessee
2017,October,Number of Drug Overdose Deaths,"1,768",Tennessee
2017,September,Number of Drug Overdose Deaths,"1,764",Tennessee
2018,April,Number of Drug Overdose Deaths,"1,787",Tennessee
2018,August,Number of Drug Overdose Deaths,"1,835",Tennessee
2018,December,Number of Drug Overdose Deaths,"1,837",Tennessee
2018,February,Number of Drug Overdose Deaths,"1,792",Tennessee
2018,January,Number of Drug Overdose Deaths,"1,765",Tennessee
2018,July,Number of Drug Overdose Deaths,"1,825",Tennessee
2018,June,Number of Drug Overdose Deaths,"1,810",Tennessee
2018,March,Number of Drug Overdose Deaths,"1,786",Tennessee
2018,May,Number of Drug Overdose Deaths,"1,802",Tennessee
2018,November,Number of Drug Overdose Deaths,"1,851",Tennessee
2018,October,Number of Drug Overdose Deaths,"1,837",Tennessee
2018,September,Number of Drug Overdose Deaths,"1,831",Tennessee
2019,April,Number of Drug Overdose Deaths,"1,903",Tennessee
2019,August,Number of Drug Overdose Deaths,"1,999",Tennessee
2019,December,Number of Drug Overdose Deaths,"2,138",Tennessee
2019,February,Number of Drug Overdose Deaths,"1,861",Tennessee
2019,January,Number of Drug Overdose Deaths,"1,881",Tennessee
2019,July,Number of Drug Overdose Deaths,"1,986",Tennessee
2019,June,Number of Drug Overdose Deaths,"1,965",Tennessee
2019,March,Number of Drug Overdose Deaths,"1,881",Tennessee
2019,May,Number of Drug Overdose Deaths,"1,920",Tennessee
2019,November,Number of Drug Overdose Deaths,"2,116",Tennessee
2019,October,Number of Drug Overdose Deaths,"2,081",Tennessee
2019,September,Number of Drug Overdose Deaths,"2,033",Tennessee
2020,April,Number of Drug Overdose Deaths,"2,354",Tennessee
2020,August,Number of Drug Overdose Deaths,"2,827",Tennessee
2020,December,Number of Drug Overdose Deaths,"3,090",Tennessee
2020,February,Number of Drug Overdose Deaths,"2,202",Tennessee
2020,January,Number of Drug Overdose Deaths,"2,161",Tennessee
2020,July,Number of Drug Overdose Deaths,"2,728",Tennessee
2020,June,Number of Drug Overdose Deaths,"2,634",Tennessee
2020,March,Number of Drug Overdose Deaths,"2,274",Tennessee
2020,May,Number of Drug Overdose Deaths,"2,520",Tennessee
2020,November,Number of Drug Overdose Deaths,"3,025",Tennessee
2020,October,Number of Drug Overdose Deaths,"2,975",Tennessee
2020,September,Number of Drug Overdose Deaths,"2,891",Tennessee
2021,April,Number of Drug Overdose Deaths,"3,512",Tennessee
2021,August,Number of Drug Overdose Deaths,"3,603",Tennessee
2021,December,Number of Drug Overdose Deaths,"3,861",Tennessee
2021,February,Number of Drug Overdose Deaths,"3,323",Tennessee
2021,January,Number of Drug Overdose Deaths,"3,215",Tennessee
2021,July,Number of Drug Overdose Deaths,"3,535",Tennessee
2021,June,Number of Drug Overdose Deaths,"3,508",Tennessee
2021,March,Number of Drug Overdose Deaths,"3,415",Tennessee
2021,May,Number of Drug Overdose Deaths,"3,485",Tennessee
2021,November,Number of Drug Overdose Deaths,"3,814",Tennessee
2021,October,Number of Drug Overdose Deaths,"3,749",Tennessee
2021,September,Number of Drug Overdose Deaths,"3,688",Tennessee
2022,April,Number of Drug Overdose Deaths,"3,803",Tennessee
2022,August,Number of Drug Overdose Deaths,"3,642",Tennessee
2022,February,Number of Drug Overdose Deaths,"3,833",Tennessee
2022,January,Number of Drug Overdose Deaths,"3,803",Tennessee
2022,July,Number of Drug Overdose Deaths,"3,718",Tennessee
2022,June,Number of Drug Overdose Deaths,"3,711",Tennessee
2022,March,Number of Drug Overdose Deaths,"3,849",Tennessee
2022,May,Number of Drug Overdose Deaths,"3,758",Tennessee
2015,April,Number of Drug Overdose Deaths,"2,533",Texas
2015,August,Number of Drug Overdose Deaths,"2,590",Texas
2015,December,Number of Drug Overdose Deaths,"2,579",Texas
2015,February,Number of Drug Overdose Deaths,"2,520",Texas
2015,January,Number of Drug Overdose Deaths,"2,577",Texas
2015,July,Number of Drug Overdose Deaths,"2,564",Texas
2015,June,Number of Drug Overdose Deaths,"2,517",Texas
2015,March,Number of Drug Overdose Deaths,"2,544",Texas
2015,May,Number of Drug Overdose Deaths,"2,539",Texas
2015,November,Number of Drug Overdose Deaths,"2,591",Texas
2015,October,Number of Drug Overdose Deaths,"2,625",Texas
2015,September,Number of Drug Overdose Deaths,"2,615",Texas
2016,April,Number of Drug Overdose Deaths,"2,685",Texas
2016,August,Number of Drug Overdose Deaths,"2,741",Texas
2016,December,Number of Drug Overdose Deaths,"2,812",Texas
2016,February,Number of Drug Overdose Deaths,"2,645",Texas
2016,January,Number of Drug Overdose Deaths,"2,593",Texas
2016,July,Number of Drug Overdose Deaths,"2,731",Texas
2016,June,Number of Drug Overdose Deaths,"2,724",Texas
2016,March,Number of Drug Overdose Deaths,"2,645",Texas
2016,May,Number of Drug Overdose Deaths,"2,697",Texas
2016,November,Number of Drug Overdose Deaths,"2,773",Texas
2016,October,Number of Drug Overdose Deaths,"2,749",Texas
2016,September,Number of Drug Overdose Deaths,"2,762",Texas
2017,April,Number of Drug Overdose Deaths,"2,797",Texas
2017,August,Number of Drug Overdose Deaths,"2,855",Texas
2017,December,Number of Drug Overdose Deaths,"2,950",Texas
2017,February,Number of Drug Overdose Deaths,"2,813",Texas
2017,January,Number of Drug Overdose Deaths,"2,810",Texas
2017,July,Number of Drug Overdose Deaths,"2,878",Texas
2017,June,Number of Drug Overdose Deaths,"2,840",Texas
2017,March,Number of Drug Overdose Deaths,"2,814",Texas
2017,May,Number of Drug Overdose Deaths,"2,830",Texas
2017,November,Number of Drug Overdose Deaths,"2,928",Texas
2017,October,Number of Drug Overdose Deaths,"2,879",Texas
2017,September,Number of Drug Overdose Deaths,"2,868",Texas
2018,April,Number of Drug Overdose Deaths,"2,989",Texas
2018,August,Number of Drug Overdose Deaths,"3,027",Texas
2018,December,Number of Drug Overdose Deaths,"2,971",Texas
2018,February,Number of Drug Overdose Deaths,"2,987",Texas
2018,January,Number of Drug Overdose Deaths,"2,969",Texas
2018,July,Number of Drug Overdose Deaths,"2,975",Texas
2018,June,Number of Drug Overdose Deaths,"2,997",Texas
2018,March,Number of Drug Overdose Deaths,"2,977",Texas
2018,May,Number of Drug Overdose Deaths,"2,960",Texas
2018,November,Number of Drug Overdose Deaths,"3,011",Texas
2018,October,Number of Drug Overdose Deaths,"3,036",Texas
2018,September,Number of Drug Overdose Deaths,"3,035",Texas
2019,April,Number of Drug Overdose Deaths,"2,961",Texas
2019,August,Number of Drug Overdose Deaths,"2,978",Texas
2019,December,Number of Drug Overdose Deaths,"3,123",Texas
2019,February,Number of Drug Overdose Deaths,"2,912",Texas
2019,January,Number of Drug Overdose Deaths,"2,968",Texas
2019,July,Number of Drug Overdose Deaths,"2,957",Texas
2019,June,Number of Drug Overdose Deaths,"2,952",Texas
2019,March,Number of Drug Overdose Deaths,"2,954",Texas
2019,May,Number of Drug Overdose Deaths,"2,979",Texas
2019,November,Number of Drug Overdose Deaths,"3,050",Texas
2019,October,Number of Drug Overdose Deaths,"3,005",Texas
2019,September,Number of Drug Overdose Deaths,"2,956",Texas
2020,April,Number of Drug Overdose Deaths,"3,386",Texas
2020,August,Number of Drug Overdose Deaths,"3,888",Texas
2020,December,Number of Drug Overdose Deaths,"4,154",Texas
2020,February,Number of Drug Overdose Deaths,"3,258",Texas
2020,January,Number of Drug Overdose Deaths,"3,186",Texas
2020,July,Number of Drug Overdose Deaths,"3,744",Texas
2020,June,Number of Drug Overdose Deaths,"3,613",Texas
2020,March,Number of Drug Overdose Deaths,"3,291",Texas
2020,May,Number of Drug Overdose Deaths,"3,497",Texas
2020,November,Number of Drug Overdose Deaths,"4,065",Texas
2020,October,Number of Drug Overdose Deaths,"4,015",Texas
2020,September,Number of Drug Overdose Deaths,"3,985",Texas
2021,April,Number of Drug Overdose Deaths,"4,621",Texas
2021,August,Number of Drug Overdose Deaths,"4,739",Texas
2021,December,Number of Drug Overdose Deaths,"4,912",Texas
2021,February,Number of Drug Overdose Deaths,"4,356",Texas
2021,January,Number of Drug Overdose Deaths,"4,254",Texas
2021,July,Number of Drug Overdose Deaths,"4,758",Texas
2021,June,Number of Drug Overdose Deaths,"4,742",Texas
2021,March,Number of Drug Overdose Deaths,"4,532",Texas
2021,May,Number of Drug Overdose Deaths,"4,675",Texas
2021,November,Number of Drug Overdose Deaths,"4,916",Texas
2021,October,Number of Drug Overdose Deaths,"4,864",Texas
2021,September,Number of Drug Overdose Deaths,"4,825",Texas
2022,April,Number of Drug Overdose Deaths,"4,919",Texas
2022,August,Number of Drug Overdose Deaths,"4,964",Texas
2022,February,Number of Drug Overdose Deaths,"4,973",Texas
2022,January,Number of Drug Overdose Deaths,"4,907",Texas
2022,July,Number of Drug Overdose Deaths,"4,973",Texas
2022,June,Number of Drug Overdose Deaths,"4,934",Texas
2022,March,Number of Drug Overdose Deaths,"4,937",Texas
2022,May,Number of Drug Overdose Deaths,"4,929",Texas
2015,April,Number of Drug Overdose Deaths,614,Utah
2015,August,Number of Drug Overdose Deaths,607,Utah
2015,December,Number of Drug Overdose Deaths,649,Utah
2015,February,Number of Drug Overdose Deaths,606,Utah
2015,January,Number of Drug Overdose Deaths,619,Utah
2015,July,Number of Drug Overdose Deaths,596,Utah
2015,June,Number of Drug Overdose Deaths,603,Utah
2015,March,Number of Drug Overdose Deaths,606,Utah
2015,May,Number of Drug Overdose Deaths,599,Utah
2015,November,Number of Drug Overdose Deaths,657,Utah
2015,October,Number of Drug Overdose Deaths,655,Utah
2015,September,Number of Drug Overdose Deaths,622,Utah
2016,April,Number of Drug Overdose Deaths,707,Utah
2016,August,Number of Drug Overdose Deaths,717,Utah
2016,December,Number of Drug Overdose Deaths,650,Utah
2016,February,Number of Drug Overdose Deaths,689,Utah
2016,January,Number of Drug Overdose Deaths,672,Utah
2016,July,Number of Drug Overdose Deaths,715,Utah
2016,June,Number of Drug Overdose Deaths,714,Utah
2016,March,Number of Drug Overdose Deaths,710,Utah
2016,May,Number of Drug Overdose Deaths,716,Utah
2016,November,Number of Drug Overdose Deaths,667,Utah
2016,October,Number of Drug Overdose Deaths,682,Utah
2016,September,Number of Drug Overdose Deaths,694,Utah
2017,April,Number of Drug Overdose Deaths,619,Utah
2017,August,Number of Drug Overdose Deaths,615,Utah
2017,December,Number of Drug Overdose Deaths,645,Utah
2017,February,Number of Drug Overdose Deaths,643,Utah
2017,January,Number of Drug Overdose Deaths,641,Utah
2017,July,Number of Drug Overdose Deaths,620,Utah
2017,June,Number of Drug Overdose Deaths,614,Utah
2017,March,Number of Drug Overdose Deaths,621,Utah
2017,May,Number of Drug Overdose Deaths,612,Utah
2017,November,Number of Drug Overdose Deaths,626,Utah
2017,October,Number of Drug Overdose Deaths,612,Utah
2017,September,Number of Drug Overdose Deaths,617,Utah
2018,April,Number of Drug Overdose Deaths,651,Utah
2018,August,Number of Drug Overdose Deaths,671,Utah
2018,December,Number of Drug Overdose Deaths,630,Utah
2018,February,Number of Drug Overdose Deaths,638,Utah
2018,January,Number of Drug Overdose Deaths,637,Utah
2018,July,Number of Drug Overdose Deaths,668,Utah
2018,June,Number of Drug Overdose Deaths,664,Utah
2018,March,Number of Drug Overdose Deaths,643,Utah
2018,May,Number of Drug Overdose Deaths,664,Utah
2018,November,Number of Drug Overdose Deaths,645,Utah
2018,October,Number of Drug Overdose Deaths,656,Utah
2018,September,Number of Drug Overdose Deaths,669,Utah
2019,April,Number of Drug Overdose Deaths,602,Utah
2019,August,Number of Drug Overdose Deaths,544,Utah
2019,December,Number of Drug Overdose Deaths,575,Utah
2019,February,Number of Drug Overdose Deaths,624,Utah
2019,January,Number of Drug Overdose Deaths,634,Utah
2019,July,Number of Drug Overdose Deaths,563,Utah
2019,June,Number of Drug Overdose Deaths,570,Utah
2019,March,Number of Drug Overdose Deaths,616,Utah
2019,May,Number of Drug Overdose Deaths,577,Utah
2019,November,Number of Drug Overdose Deaths,572,Utah
2019,October,Number of Drug Overdose Deaths,560,Utah
2019,September,Number of Drug Overdose Deaths,547,Utah
2020,April,Number of Drug Overdose Deaths,562,Utah
2020,August,Number of Drug Overdose Deaths,622,Utah
2020,December,Number of Drug Overdose Deaths,622,Utah
2020,February,Number of Drug Overdose Deaths,560,Utah
2020,January,Number of Drug Overdose Deaths,567,Utah
2020,July,Number of Drug Overdose Deaths,600,Utah
2020,June,Number of Drug Overdose Deaths,573,Utah
2020,March,Number of Drug Overdose Deaths,550,Utah
2020,May,Number of Drug Overdose Deaths,571,Utah
2020,November,Number of Drug Overdose Deaths,615,Utah
2020,October,Number of Drug Overdose Deaths,621,Utah
2020,September,Number of Drug Overdose Deaths,618,Utah
2021,April,Number of Drug Overdose Deaths,671,Utah
2021,August,Number of Drug Overdose Deaths,663,Utah
2021,December,Number of Drug Overdose Deaths,675,Utah
2021,February,Number of Drug Overdose Deaths,640,Utah
2021,January,Number of Drug Overdose Deaths,634,Utah
2021,July,Number of Drug Overdose Deaths,675,Utah
2021,June,Number of Drug Overdose Deaths,685,Utah
2021,March,Number of Drug Overdose Deaths,651,Utah
2021,May,Number of Drug Overdose Deaths,682,Utah
2021,November,Number of Drug Overdose Deaths,677,Utah
2021,October,Number of Drug Overdose Deaths,672,Utah
2021,September,Number of Drug Overdose Deaths,670,Utah
2022,April,Number of Drug Overdose Deaths,649,Utah
2022,August,Number of Drug Overdose Deaths,602,Utah
2022,February,Number of Drug Overdose Deaths,679,Utah
2022,January,Number of Drug Overdose Deaths,680,Utah
2022,July,Number of Drug Overdose Deaths,605,Utah
2022,June,Number of Drug Overdose Deaths,627,Utah
2022,March,Number of Drug Overdose Deaths,690,Utah
2022,May,Number of Drug Overdose Deaths,641,Utah
2015,April,Number of Drug Overdose Deaths,966,Virginia
2015,August,Number of Drug Overdose Deaths,994,Virginia
2015,December,Number of Drug Overdose Deaths,"1,002",Virginia
2015,February,Number of Drug Overdose Deaths,980,Virginia
2015,January,Number of Drug Overdose Deaths,959,Virginia
2015,July,Number of Drug Overdose Deaths,976,Virginia
2015,June,Number of Drug Overdose Deaths,984,Virginia
2015,March,Number of Drug Overdose Deaths,968,Virginia
2015,May,Number of Drug Overdose Deaths,973,Virginia
2015,November,Number of Drug Overdose Deaths,992,Virginia
2015,October,Number of Drug Overdose Deaths,"1,016",Virginia
2015,September,Number of Drug Overdose Deaths,"1,009",Virginia
2016,April,Number of Drug Overdose Deaths,"1,131",Virginia
2016,August,Number of Drug Overdose Deaths,"1,229",Virginia
2016,December,Number of Drug Overdose Deaths,"1,356",Virginia
2016,February,Number of Drug Overdose Deaths,"1,051",Virginia
2016,January,Number of Drug Overdose Deaths,"1,006",Virginia
2016,July,Number of Drug Overdose Deaths,"1,214",Virginia
2016,June,Number of Drug Overdose Deaths,"1,186",Virginia
2016,March,Number of Drug Overdose Deaths,"1,107",Virginia
2016,May,Number of Drug Overdose Deaths,"1,160",Virginia
2016,November,Number of Drug Overdose Deaths,"1,340",Virginia
2016,October,Number of Drug Overdose Deaths,"1,287",Virginia
2016,September,Number of Drug Overdose Deaths,"1,260",Virginia
2017,April,Number of Drug Overdose Deaths,"1,407",Virginia
2017,August,Number of Drug Overdose Deaths,"1,453",Virginia
2017,December,Number of Drug Overdose Deaths,"1,455",Virginia
2017,February,Number of Drug Overdose Deaths,"1,403",Virginia
2017,January,Number of Drug Overdose Deaths,"1,392",Virginia
2017,July,Number of Drug Overdose Deaths,"1,440",Virginia
2017,June,Number of Drug Overdose Deaths,"1,428",Virginia
2017,March,Number of Drug Overdose Deaths,"1,394",Virginia
2017,May,Number of Drug Overdose Deaths,"1,415",Virginia
2017,November,Number of Drug Overdose Deaths,"1,423",Virginia
2017,October,Number of Drug Overdose Deaths,"1,422",Virginia
2017,September,Number of Drug Overdose Deaths,"1,438",Virginia
2018,April,Number of Drug Overdose Deaths,"1,410",Virginia
2018,August,Number of Drug Overdose Deaths,"1,417",Virginia
2018,December,Number of Drug Overdose Deaths,"1,434",Virginia
2018,February,Number of Drug Overdose Deaths,"1,407",Virginia
2018,January,Number of Drug Overdose Deaths,"1,436",Virginia
2018,July,Number of Drug Overdose Deaths,"1,403",Virginia
2018,June,Number of Drug Overdose Deaths,"1,404",Virginia
2018,March,Number of Drug Overdose Deaths,"1,410",Virginia
2018,May,Number of Drug Overdose Deaths,"1,416",Virginia
2018,November,Number of Drug Overdose Deaths,"1,474",Virginia
2018,October,Number of Drug Overdose Deaths,"1,484",Virginia
2018,September,Number of Drug Overdose Deaths,"1,460",Virginia
2019,April,Number of Drug Overdose Deaths,"1,490",Virginia
2019,August,Number of Drug Overdose Deaths,"1,473",Virginia
2019,December,Number of Drug Overdose Deaths,"1,538",Virginia
2019,February,Number of Drug Overdose Deaths,"1,474",Virginia
2019,January,Number of Drug Overdose Deaths,"1,464",Virginia
2019,July,Number of Drug Overdose Deaths,"1,488",Virginia
